,소재지(시군구)별,녹지별,항목,단위,2005 년,2006 년,2007 년,2008 년,2009 년,2010 년,2011 년,2012 년,2013 년,2014 년,2015 년,2016 년,2017 년,2018 년,2019 년,2020 년,Unnamed: 20
1887,밀양시,계,면적[㎡],㎡,1265740.0,1265740.0,1301630.0,2073703.0,1580169.0,1609273.0,1650646.0,1651456.0,1650370.0,1746175.0,1801725.0,1786266.0,862919.0,893793.0,820790.0,820830.0,
1894,거제시,계,시설수[개],개,12.0,17.0,17.0,17.0,17.0,28.0,29.0,29.0,29.0,30.0,26.0,38.0,38.0,39.0,39.0,39.0,
1895,거제시,계,면적[㎡],㎡,341195.0,350105.0,350105.0,347427.0,347427.0,447951.0,524720.0,524720.0,524720.0,529948.0,481024.0,532254.0,532254.0,538921.0,538921.0,538893.0,
1902,양산시,계,시설수[개],개,97.0,97.0,97.0,59.0,59.0,202.0,210.0,214.0,214.0,224.0,240.0,240.0,240.0,249.0,250.0,237.0,
1903,양산시,계,면적[㎡],㎡,1684818.0,1684818.0,1684818.0,1637031.0,1637031.0,2578022.0,2667776.0,2704942.0,2704942.0,2836139.0,2923052.0,2923052.0,2923052.0,2830978.0,2854521.0,2112135.0,
1910,의령군,계,시설수[개],개,,,,,,,,,,,20.0,20.0,20.0,20.0,20.0,20.0,
1911,의령군,계,면적[㎡],㎡,,,,,,,,,,,174040.0,174040.0,174040.0,170335.0,170335.0,170335.0,
1918,함안군,계,시설수[개],개,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,12.0,12.0,17.0,17.0,15.0,15.0,15.0,12.0,
1919,함안군,계,면적[㎡],㎡,223019.0,223019.0,223019.0,220503.0,220503.0,220503.0,220503.0,220503.0,185295.0,185295.0,187208.0,187208.0,177758.0,177758.0,177758.0,103448.0,
1926,창녕군,계,시설수[개],개,11.0,11.0,11.0,9.0,12.0,12.0,12.0,11.0,11.0,11.0,11.0,7.0,7.0,4.0,29.0,25.0,
1927,창녕군,계,면적[㎡],㎡,375364.0,375364.0,375364.0,371274.0,448149.0,448149.0,448149.0,445902.0,445902.0,445902.0,445902.0,356349.0,356349.0,97126.0,387666.0,290540.0,
1934,고성군,계,시설수[개],개,3.0,3.0,3.0,3.0,29.0,30.0,32.0,32.0,32.0,33.0,33.0,33.0,56.0,57.0,57.0,59.0,
1935,고성군,계,면적[㎡],㎡,16650.0,16650.0,16650.0,16650.0,357910.0,439875.0,448981.0,448957.0,448929.0,459387.0,459387.0,459387.0,919489.0,930282.0,930282.0,942653.0,
1942,남해군,계,시설수[개],개,6.0,6.0,6.0,6.0,20.0,20.0,20.0,20.0,20.0,26.0,26.0,26.0,7.0,7.0,55.0,55.0,
1943,남해군,계,면적[㎡],㎡,14290.0,14290.0,14290.0,14290.0,107805.0,107805.0,107805.0,107805.0,107805.0,114151.0,114151.0,114151.0,7968.0,7968.0,364913.0,364913.0,
1950,하동군,계,시설수[개],개,1.0,1.0,1.0,1.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,45.0,45.0,44.0,
1951,하동군,계,면적[㎡],㎡,49050.0,49050.0,49050.0,49050.0,242566.0,242566.0,242566.0,242566.0,242566.0,242566.0,242566.0,242566.0,242566.0,498182.0,498182.0,449610.0,
1958,산청군,계,시설수[개],개,3.0,3.0,3.0,3.0,26.0,26.0,26.0,26.0,26.0,26.0,20.0,20.0,16.0,17.0,17.0,17.0,
1959,산청군,계,면적[㎡],㎡,26072.0,26072.0,26072.0,26072.0,110302.0,110302.0,110302.0,110302.0,110302.0,110302.0,66139.0,66139.0,56616.0,58390.0,58390.0,58390.0,
1966,함양군,계,시설수[개],개,4.0,4.0,4.0,8.0,10.0,15.0,15.0,15.0,15.0,15.0,15.0,14.0,27.0,28.0,28.0,25.0,
1967,함양군,계,면적[㎡],㎡,174710.0,268895.0,268895.0,369259.0,410884.0,442192.0,442192.0,442231.0,442231.0,442231.0,442231.0,424623.0,394883.0,394698.0,394698.0,220638.0,
1974,거창군,계,시설수[개],개,6.0,6.0,6.0,13.0,10.0,10.0,10.0,10.0,10.0,18.0,40.0,40.0,39.0,25.0,25.0,22.0,
1975,거창군,계,면적[㎡],㎡,233247.0,233247.0,233247.0,236307.0,226620.0,226620.0,226620.0,226620.0,226620.0,233412.0,343043.0,343043.0,287561.0,275731.0,275731.0,112811.0,
1982,합천군,계,시설수[개],개,1.0,1.0,1.0,1.0,,,,,,,,,,3.0,3.0,3.0,
1983,합천군,계,면적[㎡],㎡,22806.0,22806.0,22806.0,22806.0,,,,,,,,,,26740.0,26740.0,26740.0,
1990,제주특별자치도,계,시설수[개],개,76.0,90.0,91.0,106.0,105.0,149.0,149.0,143.0,143.0,143.0,143.0,143.0,132.0,138.0,138.0,138.0,
1991,제주특별자치도,계,면적[㎡],㎡,633360.0,687241.0,690941.0,710764.0,669544.0,756217.0,756217.0,718813.0,718813.0,718813.0,718813.0,718813.0,582075.0,585080.0,585080.0,585080.0,
1998,제주시,계,시설수[개],개,48.0,72.0,72.0,87.0,92.0,92.0,92.0,86.0,86.0,86.0,86.0,86.0,84.0,90.0,90.0,90.0,
1999,제주시,계,면적[㎡],㎡,385208.0,485783.0,485783.0,506415.0,531426.0,529992.0,529992.0,492588.0,492588.0,492588.0,492588.0,492588.0,414573.0,417578.0,417578.0,417578.0,
2006,서귀포시,계,시설수[개],개,9.0,18.0,19.0,19.0,13.0,57.0,57.0,57.0,57.0,57.0,57.0,57.0,48.0,48.0,48.0,48.0,
2007,서귀포시,계,면적[㎡],㎡,116423.0,201458.0,205158.0,204349.0,138118.0,226225.0,226225.0,226225.0,226225.0,226225.0,226225.0,226225.0,167502.0,167502.0,167502.0,167502.0,
2014,북제주군,계,시설수[개],개,10.0,,,,,,,,,,,,,,,,
2015,북제주군,계,면적[㎡],㎡,46694.0,,,,,,,,,,,,,,,,
2020,남제주군,계,시설수[개],개,9.0,,,,,,,,,,,,,,,,
2021,남제주군,계,면적[㎡],㎡,85035.0,,,,,,,,,,,,,,,,
2026,대전광역시,계,시설수[개],개,,,,,,,,,,,,,,,,1.0,
2027,대전광역시,계,면적[㎡],㎡,,,,,,,,,,,,,,,,8148.0,
